Year,Player,Age,Hometown,Home State,Tm,FantPos,FantPt,Height (inches),Weight,College,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2003,Charles Lee,26,Miami,FL,TAM,WR,57,75,227,Central Florida,11/19/1977,7,2000,0,4.56,35.5,35.5,125,4.25,7.3
2006,Terrance Copper,24,Washington,NC,NOR,WR,57,73,204,East Carolina,3/12/1982,0,0,0,4.53,0,35.5,116,4.33,7.36
2001,Snoop Minnis,24,Miami,FL,KAN,WR,57,73,172,Florida St.,2/6/1977,3,2001,0,4.57,37.5,37.5,115,4.07,7.06
2005,Verron Haynes,26,New York,NY,PIT,RB,57,70,223,Georgia,2/17/1979,5,2002,0,4.78,25,31.5,117,4.08,7.27
2013,Shonn Greene,28,Sicklerville,NJ,TEN,RB,57,70,235,Iowa,8/21/1985,3,2009,0,4.62,19,37,121,4.4,7.1
2009,Brandon Stokley,33,Blacksburg,VA,DEN,WR,57,71,197,La-Lafayette,6/23/1976,4,0,0,4.49,0,35.5,118,4.01,7.04
1999,Cecil Collins,23,Fort Knox,KY,MIA,RB,57,70,207,LSU,11/19/1976,5,1999,0,4.51,33,33,117,0,7.21
2005,Josh Reed,25,Rayne,LA,BUF,WR,57,70,208,LSU,5/1/1980,2,2002,0,0,0,0,0,0,0
2003,Olandis Gary,28,Washington,DC,DET,RB,57,71,218,Marshall,5/18/1975,4,0,0,4.71,34,34,116,4.13,7.15
2002,Trevor Gaylor,25,St. Louis,MO,ATL,WR,57,75,195,Miami (OH),11/3/1977,4,2000,0,4.56,37.5,37.5,121,4.29,7.03
2007,T.J. Duckett,26,Kalamazoo,MI,DET,RB,57,73,254,Michigan St.,2/17/1981,1,2002,0,0,0,0,0,0,0
2002,Kelly Holcomb,29,Fayetteville,TN,CLE,QB,57,74,212,Middle Tenn. St.,7/9/1973,0,0,0,0,0,0,0,0,0
2007,Jason Wright,25,Diamond Bar,CA,CLE,RB,57,12,210,Northwestern,7/12/1982,0,0,0,4.68,0,30,111,4.13,7.36
2013,Tyler Eifert,23,0,,CIN,TE,57,78,250,#REF!,1/0/1900,1,2013,23,4.68,22,35.5,119,4.32,6.92
2010,Patrick Crayton,31,De Soto,TX,SDG,WR,57,73,205,NW Oklahoma St.,4/7/1979,7,0,0,0,0,0,0,0,0
2012,Michael Jenkins,30,Tampa,FL,MIN,WR,57,76,217,Ohio St.,8/4/1900,1,2004,0,0,0,0,0,0,0
2002,Stephen Alexander,27,Chickasha,OK,SDG,TE,57,76,246,Oklahoma,11/7/1975,2,1998,0,0,0,0,0,0,0
2001,Ki-Jana Carter,28,Westerville,OH,WAS,RB,57,70,222,Penn St.,9/12/1973,1,1995,0,0,0,0,0,0,0
1999,Richie Anderson,28,Sandy Spring,MD,NYJ,RB,57,74,230,Penn St.,9/13/1971,6,1993,0,0,0,0,0,0,0
1999,Peerless Price,23,Dayton,OH,BUF,WR,57,71,190,Tennessee,10/27/1976,2,1999,0,4.55,35,35,116,4.09,7.28
2005,Robert Ferguson,26,Houston,TX,GNB,WR,57,73,209,Texas A&M,12/17/1979,2,2001,0,4.48,0,36.5,120,4.07,7.24
2007,Alex Smith,25,Seattle,WA,TAM,TE,57,76,212,Utah,5/7/1984,1,2005,0,4.75,28,0,0,0,0
2013,Jermaine Kearse,23,Lakewood,WA,SEA,WR,57,73,212,Washington,2/6/1990,0,0,0,4.5,14,34,119,4.12,7.03
2002,Jamie Martin,32,Orange,CA,STL,QB,57,74,205,Weber St.,2/8/1970,0,0,0,0,0,0,0,0,0
2012,Joe Morgan,24,Canton,OH,NOR,WR,56,73,184,0,7/2/1900,0,0,0,0,0,0,0,0,0
2004,Bobby Wade,23,Orange County,CA,CHI,WR,56,70,193,Arizona,2/26/1981,5,2003,0,4.66,0,34.5,115,4.11,7.01
2006,Andrew Walter,24,Phoenix,AZ,OAK,QB,56,78,0,Arizona St.,5/11/1982,3,2005,0,0,0,0,0,0,0
2007,Matt Jones,24,Fort Smith,AR,JAX,WR,56,78,242,Arkansas,4/22/1983,1,2005,0,4.37,0,39.5,129,0,0
2013,Doug Martin,24,Stockton,CA,TAM,RB,56,69,223,#REF!,1/13/1989,1,2012,0,4.46,28,36,120,4.16,6.79
2008,Matt Hasselbeck,33,Westwood,MA,SEA,QB,56,76,0,Boston Col.,9/25/1975,6,1998,0,0,0,0,0,0,0
2003,Erron Kinney,26,Richmond,VA,TEN,TE,56,77,275,Florida,7/28/1977,3,2000,0,0,0,0,0,0,0
2005,Adrian Peterson,26,Gainesville,FL,CHI,RB,56,70,210,Georgia Southern,7/1/1979,6,2002,#REF!,#REF!,#REF!,#REF!,#REF!,0,0
2001,Dwayne Carswell,29,Jacksonville,FL,DEN,TE,56,75,290,Liberty,1/18/1972,0,0,0,0,0,0,0,0,0
2011,Harry Douglas,27,Jonesboro,GA,ATL,WR,56,12,170,Louisville,9/16/1984,3,2008,0,4.51,0,31,120,4.12,6.57
2004,Ken Dorsey,23,Orinda,CA,SFO,QB,56,76,218,Miami (FL),4/22/1981,7,2003,0,0,0,0,0,0,0
2013,Leonard Hankerson,25,Fort Lauderdale,FL,WAS,WR,56,73,205,Miami (FL),5/7/1988,3,2011,0,4.4,14,36,117,4.21,6.94
2013,Santana Moss,34,Miami,FL,WAS,WR,56,70,185,Miami (FL),6/1/1979,1,2001,0,4.31,0,42,0,0,0
2007,Todd Collins,36,Walpole,MA,WAS,QB,56,76,225,Michigan,11/5/1971,2,1995,0,0,0,0,0,0,0
2003,Tyrone Calico,23,Orange County,CA,TEN,WR,56,76,223,Middle Tenn. St.,11/9/1980,2,0,0,4.34,38,38,127,4.26,6.73
2009,Justin Gage,28,Indianapolis,IN,TEN,WR,56,76,208,Missouri,1/24/1981,5,2003,0,0,0,0,0,0,0
2006,Hank Baskett,24,Clovis,NM,PHI,WR,56,74,220,New Mexico,9/4/1982,0,0,0,4.5,0,35,119,4.22,6.8
2007,D.J. Hackett,26,Fontana,CA,SEA,WR,56,74,199,Northern State Univ.,7/3/1981,5,2004,0,4.53,0,41,131,4.1,6.8
2005,Arnaz Battle,25,Dallas,TX,SFO,WR,56,73,217,Notre Dame,2/22/1980,6,2003,0,4.58,0,35,117,4.06,6.74
2006,Drew Carter,25,Solon,OH,CAR,WR,56,75,200,Ohio St.,9/5/1981,5,2004,0,0,0,0,0,0,0
2009,Ted Ginn,24,Cleveland,OH,MIA,WR,56,71,178,Ohio St.,4/12/1985,1,2007,0,0,0,0,0,0,0
2004,Quentin Griffin,23,Houston,TX,DEN,RB,56,67,195,Oklahoma,1/12/1981,4,2003,0,4.48,21,38,123,4.08,0
2004,Richie Anderson,33,Sandy Spring,MD,DAL,RB,56,74,230,Penn St.,9/13/1971,6,1993,0,0,0,0,0,0,0
2002,Larry Centers,34,Tatum,TX,BUF,RB,56,73,225,S.F. Austin,6/1/1968,5,1990,0,0,0,0,0,0,0
2013,Ladarius Green,23,Berlin,Germany,SDG,TE,56,78,237,#REF!,5/29/1990,4,2012,0,4.45,16,34.5,124,4.47,7.12
2011,Evan Moore,26,Brea,CA,CLE,TE,56,79,232,Stanford,1/3/1985,0,0,0,4.74,16,27,110,4.43,7.08
2004,Kelley Washington,25,Stephens City,VA,CIN,WR,56,75,218,Tennessee,8/21/1979,3,2003,0,0,0,0,0,0,0
2010,Bo Scaife,29,Denver,CO,TEN,TE,56,75,249,Texas,1/6/1981,6,2005,0,4.75,24,32.5,114,4.14,7.21
2006,Bo Scaife,25,Denver,CO,TEN,TE,56,75,249,Texas,1/6/1981,6,2005,0,4.75,24,32.5,114,4.14,7.21
2013,Lance Moore,30,Columbus,OH,NOR,WR,56,69,177,Toledo,8/31/1983,0,0,0,0,0,0,0,0,0
2007,Drew Bennett,29,Berkeley,CA,STL,WR,56,77,206,UCLA,8/26/1978,0,0,0,0,0,0,0,0,0
2013,Chris Givens,24,Jackson,MS,STL,WR,56,71,198,#REF!,12/6/1989,4,2012,0,4.35,19,33.5,118,4.23,6.97
2002,Anthony Becht,25,Drexel Hill,PA,NYJ,TE,56,77,272,West Virginia,8/8/1977,1,2000,0,4.78,33.5,33.5,123,4.08,6.94
2012,Tony Scheffler,29,Morenci,MI,DET,TE,56,77,255,West. Michigan,9/11/1900,2,2006,0,4.54,17,33.5,115,4.04,6.82
2001,Eric Johnson,22,Needham,MA,SFO,TE,56,75,256,Yale,9/15/1979,7,0,0,4.6,38,38,121,4.17,6.96
2013,Jordan Todman,23,Dartmouth,MA,JAX,RB,55,69,195,Connecticut,2/24/1990,6,2011,0,4.4,25,38,126,4.18,7.24
2010,Arrelious Benn,22,Washington,DC,TAM,WR,55,74,225,Illinois,9/8/1988,2,2010,0,4.57,20,37,118,0,0
2004,Ken Dilger,33,Mariah Hill,IN,TAM,TE,55,77,250,Illinois,2/2/1971,2,1995,0,0,0,0,0,0,0
2001,Isaac Byrd,27,St. Louis,MO,CAR,WR,55,73,188,Kansas,11/16/1974,6,1997,0,0,0,0,0,0,0
1999,Kevin Lockett,25,Tulsa,OK,KAN,WR,55,73,186,Kansas St.,9/8/1974,2,1997,0,0,0,0,0,0,0
2013,Mike Brown,24,Charlottesville,VA,JAX,WR,55,70,205,Liberty,2/9/1989,0,0,0,4.59,14,36,116,4.01,6.93
2009,Deion Branch,30,Albany,GA,SEA,WR,55,69,193,Louisville,7/18/1979,2,2002,0,4.47,0,36,117,3.76,6.71
2008,Michael Clayton,26,Baton Rouge,LA,TAM,WR,55,76,197,LSU,10/13/1982,1,2004,0,4.67,0,32.5,116,4.15,6.79
2013,Jason Avant,30,Chicago,IL,PHI,WR,55,73,210,Michigan,4/20/1983,4,2006,0,0,0,0,0,0,0
2012,Mario Manningham,26,Warren,OH,SFO,WR,55,73,185,Michigan,7/3/1900,3,2008,0,4.59,16,32,117,4.27,7.34
2011,Danario Alexander,25,Marlin,TX,STL,WR,55,77,221,Missouri,8/7/1986,0,0,0,0,0,0,0,0,0
2004,Freddie Jones,30,Cheverly,MD,ARI,TE,55,76,260,North Carolina,9/16/1974,2,1997,0,0,0,0,0,0,0
2010,Jerricho Cotchery,28,Birmingham,AL,NYJ,WR,55,73,200,North Carolina St.,6/16/1982,4,2004,0,4.54,0,36,121,3.92,6.95
2004,Clarence Moore,22,Bellflower,CA,BAL,WR,55,78,211,Northern Arizona,9/24/1982,6,0,0,4.55,0,34,122,4.21,6.84
2000,Dorsey Levens,30,Syracuse,NY,GNB,RB,55,73,230,Notre Dame,5/21/1970,0,1994,0,0,0,0,0,0,0
1999,Joe Montgomery,23,Robbins,IL,NYG,RB,55,70,230,Ohio St.,6/8/1976,2,1999,0,4.63,0,0,0,4.22,7.1
2002,A.J. Feeley,25,Caldwell,ID,PHI,QB,55,75,225,Oregon,5/16/1977,5,2001,0,0,0,0,0,0,0
2002,T.J. Houshmandzadeh,25,Victor Valley,CA,CIN,WR,55,73,197,Oregon St.,9/26/1977,7,2001,0,0,0,0,0,0,0
2004,Mike Alstott,31,Joliet,IL,TAM,RB,55,73,248,Purdue,12/21/1973,2,1996,0,0,0,0,0,0,0
2012,Tiquan Underwood,25,New Brunswick,NJ,TAM,WR,55,73,175,Rutgers,6/23/1900,7,2009,0,4.31,7,41.5,129,4.11,6.62
2003,Mikhael Ricks,29,Galveston,TX,DET,TE,55,77,260,S.F. Austin,11/14/1974,2,0,0,0,0,0,0,0,0
2000,Justin Watson,25,Bronx,NY,STL,RB,55,73,220,San Diego St.,1/7/1975,0,0,0,0,0,0,0,0,0
2012,Alshon Jeffery,22,St. Matthews,SC,CHI,WR,55,76,230,South Carolina,8/17/1900,2,2012,0,4.48,0,0,0,0,0
2012,Doug Baldwin,24,Gulf Breeze,FL,SEA,WR,55,70,189,Stanford,7/7/1900,0,0,0,0,0,0,0,0,0
2009,Greg Camarillo,27,Redwood City,CA,MIA,WR,55,73,190,Stanford,4/18/1982,0,0,0,0,0,0,0,0,0
2010,Toby Gerhart,23,Norco,CA,MIN,RB,55,73,234,Stanford,3/28/1987,2,2010,0,4.5,22,38,118,4.25,6.94
2009,Kelley Washington,30,Stephens City,VA,BAL,WR,55,75,218,Tennessee,8/21/1979,3,2003,0,0,0,0,0,0,0
2008,Robert Meachem,24,Tulsa,OK,NOR,WR,55,74,214,Tennessee,9/28/1984,1,2007,0,4.39,0,37.5,121,4.31,6.97
2006,Dan Campbell,30,Clifton,TX,DET,TE,55,77,263,Texas A&M,4/13/1976,3,1999,0,4.85,25,36,121,4.07,7
2013,Jerrel Jernigan,24,Eufaula,AL,NYG,WR,55,69,181,Troy,6/14/1989,3,2011,0,4.46,11,37.5,117,4.25,7.07
2003,Desmond Clark,26,Bartow,FL,CHI,TE,55,75,255,Wake Forest,4/20/1977,6,1999,0,4.86,31,31,113,4.35,7.3
2005,Mike Sellers,30,Frankfurt,Germany,WAS,WR,55,75,260,Walla Walla CC (WA),7/21/1975,0,0,0,0,0,0,0,0,0
2004,Jerramy Stevens,25,Olympia,WA,SEA,TE,55,79,260,Washington,11/13/1979,1,2002,0,0,0,0,0,0,0
2011,Jason Hill,26,San Francisco,CA,JAX,WR,55,73,204,Washington St.,2/20/1985,3,2007,0,4.32,0,37,123,4.22,7.02
2011,Kevin Boss,27,Corvallis,OR,OAK,TE,55,79,255,Western Oregon,1/11/1984,5,0,0,4.78,0,35,116,4.41,6.96
2013,Knile Davis,22,0,,KAN,RB,54,73,227,Arkansas,1/0/1900,3,2013,0,4.37,31,33.5,121,4.38,6.96
2009,Devin Aromashodu,25,Miami Springs,FL,CHI,WR,54,74,202,Auburn,5/23/1984,7,2006,0,4.35,0,39,120,4.17,7.05
2002,Frank Sanders,29,Fort Lauderdale,FL,ARI,WR,54,74,215,Auburn,2/17/1973,2,1995,0,0,0,0,0,0,0
2011,Legedu Naanee,28,Portland,OR,CAR,WR,54,74,225,Boise St.,9/16/1983,5,2007,0,4.41,19,40,119,0,0
2008,Chansi Stuckey,25,Warner Robins,GA,NYJ,WR,54,70,182,Clemson,10/4/1983,7,2007,0,4.56,0,35,120,4.14,6.91
2013,David Nelson,27,Wichita Falls,TX,NYJ,WR,54,77,217,Florida,11/7/1986,0,0,0,0,0,0,0,0,0
2003,Jabar Gaffney,23,Jacksonville,FL,HOU,WR,54,73,205,Florida,12/1/1980,2,2002,0,4.56,0,0,0,4.06,6.87
2004,Reche Caldwell,25,Tampa,FL,SDG,WR,54,73,215,Florida,3/28/1979,2,2002,0,4.53,0,41.5,130,4.1,7
2002,Trent Dilfer,30,Santa Cruz,CA,SEA,QB,54,76,225,Fresno St.,3/13/1972,1,1994,0,0,0,0,0,0,0
1999,Luther Broughton,25,Charleston,SC,PHI,TE,54,74,248,Furman,11/30/1974,5,0,0,0,0,0,0,0,0
2007,Leonard Pope,24,Americus,GA,ARI,TE,54,80,264,Georgia,9/10/1983,3,2006,0,4.62,22,37.5,118,4.67,7.48
2002,Jake Reed,35,Covington,GA,NOR,WR,54,75,216,Grambling St.,9/28/1967,3,1991,0,0,0,0,0,0,0
2012,Jeff Cumberland,25,Columbus,OH,NYJ,WR,54,76,249,Illinois,9/5/1900,0,0,0,0,0,0,0,0,0
2003,Ladell Betts,24,Blue Springs,MO,WAS,RB,54,70,222,Iowa,8/27/1979,2,2002,0,4.62,38,38,116,4.06,7.06
2013,Bryce Brown,22,Wichita,KS,PHI,RB,54,73,223,#REF!,5/14/1991,7,2012,0,0,0,0,0,0,0
2003,James McKnight,31,Orlando,FL,MIA,WR,54,73,198,Liberty,6/17/1972,0,0,0,0,0,0,0,0,0
2006,Josh Reed,26,Rayne,LA,BUF,WR,54,70,208,LSU,5/1/1980,2,2002,0,0,0,0,0,0,0
2010,Javarris James,23,Immokalee,FL,IND,RB,54,73,213,Miami (FL),9/18/1987,0,0,0,4.58,21,36,115,0,0
2010,Roscoe Parrish,28,Miami,FL,BUF,WR,54,70,168,Miami (FL),7/16/1982,2,2005,0,4.37,0,0,0,0,0
2006,Amani Toomer,32,Berkeley,CA,NYG,WR,54,75,208,Michigan,9/8/1974,2,1996,0,0,0,0,0,0,0
2006,Chris Baker,27,St. Albans,NY,NYJ,TE,54,75,258,Michigan St.,11/18/1979,3,2002,0,4.94,24,35.5,106,4.9,8.06
2012,Dexter McCluster,23,Largo,FL,KAN,WR,54,69,165,Mississippi,6/13/1900,2,2010,18,4.53,20,37.5,118,4.06,0
2000,Wesley Walls,34,Batesville,MS,CAR,TE,54,77,240,Mississippi,2/26/1966,0,1989,0,0,0,0,0,0,0
2008,Patrick Cobbs,25,Shawnee,OK,MIA,RB,54,69,210,North Texas,1/31/1983,0,0,0,0,0,0,0,0,0
2006,Noah Herron,24,Milwaukee,WI,GNB,RB,54,71,224,Northwestern,4/3/1982,7,2005,0,4.6,17,31,108,4.03,6.96
2012,Beanie Wells,24,Akron,OH,ARI,RB,54,73,235,Ohio St.,8/22/1900,1,2009,0,0,0,0,0,0,0
2000,Chris Sanders,28,Denver,CO,TEN,WR,54,73,188,Ohio St.,5/8/1972,0,1995,0,0,0,0,0,0,0
2007,Ted Ginn,22,Cleveland,OH,MIA,WR,54,12,178,Ohio St.,4/12/1985,1,2007,0,0,0,0,0,0,0
2008,Brandon Jones,26,Texarkana,TX,TEN,WR,54,73,208,Oklahoma,10/6/1982,3,2005,0,4.42,0,37,114,4.1,7.03
2003,Kelley Washington,24,Stephens City,VA,CIN,WR,54,75,218,Tennessee,8/21/1979,3,2003,0,0,0,0,0,0,0
1999,Byron Hanspard,23,Dallas,TX,ATL,RB,54,70,198,Texas Tech,1/23/1976,2,1997,0,0,0,0,0,0,0
2003,Billy Miller,26,Los Angeles,CA,HOU,TE,54,75,245,USC,4/24/1977,7,1999,0,4.63,34.5,34.5,114,4.28,7.06
2012,Robert Turbin,23,Oakland,CA,SEA,RB,54,70,222,Utah St.,8/9/1900,4,2012,0,4.42,28,36,122,4.31,7.16
2008,Reggie Williams,25,Landstuhl,Germany,JAX,WR,54,76,225,Washington,5/17/1983,1,2004,0,0,0,0,0,0,0
2009,Tony Scheffler,26,Morenci,MI,DEN,TE,54,77,255,West. Michigan,2/15/1983,2,2006,0,4.54,17,33.5,115,4.04,6.82
2004,Aaron Stecker,29,Green Bay,WI,NOR,RB,54,70,213,Wisconsin,11/13/1975,0,0,0,4.84,23,32.5,113,4.17,7
2013,Vincent Brown,24,Upland,CA,SDG,WR,53,12,0,#REF!,1/25/1989,3,2011,0,4.68,12,33.5,121,4.25,6.64
2005,Shaun McDonald,24,Phoenix,AZ,STL,WR,53,70,183,Arizona St.,6/13/1981,4,2003,0,0,0,0,0,0,0
2011,Devin Aromashodu,27,Miami Springs,FL,MIN,WR,53,74,202,Auburn,5/23/1984,7,2006,0,4.35,0,39,120,4.17,7.05
2002,Doug Jolley,23,Sandy,UT,OAK,TE,53,76,250,BYU,1/2/1979,2,2002,0,4.6,38,38,117,4.18,6.9
2011,John Beck,30,Hayward,CA,WAS,QB,53,74,215,BYU,8/21/1981,2,2007,30,4.75,0,29.5,111,4.17,6.81
2001,Bobby Shaw,26,San Francisco,CA,PIT,WR,53,73,185,California,4/23/1975,6,1998,0,0,0,0,0,0,0
2011,Lavelle Hawkins,25,Stockton,CA,TEN,WR,53,12,187,California,7/12/1986,4,2008,0,4.57,14,0,117,0,0
2011,Ben Watson,31,Norfolk,VA,CLE,TE,53,75,255,Duke,12/18/1980,1,0,0,4.57,34,35.5,123,4.15,7.39
2010,David Nelson,24,Wichita Falls,TX,BUF,WR,53,77,217,Florida,11/7/1986,0,0,0,0,0,0,0,0,0
2009,Fred Taylor,33,Pahokee,FL,NWE,RB,53,73,234,Florida,1/27/1976,1,1998,0,0,0,0,0,0,0
1999,Ron Rivers,28,Elizabeth,NJ,DET,RB,53,68,205,Fresno St.,11/13/1971,0,0,0,0,0,0,0,0,0
2007,Trent Dilfer,35,Santa Cruz,CA,SFO,QB,53,76,225,Fresno St.,3/13/1972,1,1994,0,0,0,0,0,0,0
2010,Matthew Stafford,22,Tampa,FL,DET,QB,53,74,0,Georgia,2/7/1988,1,2009,38,4.81,0,30.5,107,4.47,7.06
2004,Verron Haynes,25,New York,NY,PIT,RB,53,70,223,Georgia,2/17/1979,5,2002,0,4.78,25,31.5,117,4.08,7.27
2000,Kimble Anders,34,Galveston,TX,KAN,RB,53,71,225,Houston,9/10/1966,0,0,0,0,0,0,0,0,0
2010,Dallas Clark,31,Livermore,IA,IND,TE,53,75,257,Iowa,6/12/1979,1,2003,0,4.65,0,37.5,123,0,0
2012,Rashad Jennings,27,Forest,VA,JAX,RB,53,73,234,Liberty Christian Academy,8/21/1900,7,2009,0,4.59,29,34,120,4.2,6.86
2010,Devery Henderson,28,Lafayette,LA,NOR,WR,53,71,200,LSU,3/26/1982,2,2004,0,0,0,0,0,0,0
2005,Devery Henderson,23,Lafayette,LA,NOR,WR,53,71,200,LSU,3/26/1982,2,2004,0,0,0,0,0,0,0
2003,LaMont Jordan,25,Suitland,MD,NYJ,RB,53,70,230,Maryland,11/11/1978,2,2001,0,4.57,37,37,0,0,0
2007,Greg Olsen,22,Paterson,NJ,CHI,TE,53,78,254,Miami (FL),3/11/1985,1,2007,0,4.51,23,35.5,114,4.48,7.04
2006,Najeh Davenport,27,Raleigh,NC,PIT,RB,53,73,245,Miami (FL),2/8/1979,4,2002,0,0,0,0,0,0,0
2007,Mark Clayton,25,Oklahoma City,OK,BAL,WR,53,12,193,Oklahoma,7/2/1982,1,2005,0,4.41,0,36.5,118,4.07,6.95
2010,Tashard Choice,26,Lovejoy,GA,DAL,RB,53,69,210,Oklahoma,11/20/1984,4,0,0,4.48,20,34,119,0,6.88
2013,Kendall Hunter,25,Tyler,TX,SFO,RB,53,67,199,#REF!,9/16/1988,4,2011,0,4.46,24,35,122,4.21,6.74
2012,Kendall Hunter,24,Tyler,TX,SFO,RB,53,67,199,Oklahoma St.,7/17/1900,4,2011,0,4.46,24,35,122,4.21,6.74
2006,George Wrighster,25,Memphis,TN,JAX,TE,53,75,260,Oregon,4/1/1981,4,2003,0,4.89,16,34.5,115,0,7.24
2001,Dave Moore,32,Morristown,NJ,TAM,TE,53,74,250,Pittsburgh,11/11/1969,7,1992,0,0,0,0,0,0,0
2004,Obafemi Ayanbadejo,29,Chicago,IL,ARI,RB,53,74,235,San Diego St.,3/5/1975,0,0,0,0,0,0,0,0,0
2005,Kyle Johnson,27,Rahway,NJ,DEN,RB,53,73,242,Syracuse,12/15/1978,5,2002,0,4.74,22,34,119,4.35,7.4
2003,Stacey Mack,28,Orlando,FL,HOU,RB,53,73,241,Temple,6/26/1975,0,0,0,4.65,33,33,113,0,0
2009,Arian Foster,23,San Diego,CA,HOU,RB,53,73,232,Tennessee,8/24/1986,0,0,0,4.68,23,0,0,0,0
2003,Chester Taylor,24,River Rouge,MI,BAL,RB,53,71,213,Toledo,9/22/1979,6,2002,0,4.58,33,33,114,0,0
2003,Gus Frerotte,32,Kittanning,PA,MIN,QB,53,75,0,Tulsa,7/31/1971,7,1994,0,0,0,0,0,0,0
2011,Kahlil Bell,25,Spartanburg,CA,CHI,RB,53,73,219,UCLA,12/10/1986,0,0,0,4.74,15,34.5,114,4.2,6.87
2006,Aaron Brooks,30,Newport News,VA,OAK,QB,53,76,0,Virginia,3/24/1976,4,1999,17,4.6,0,35.5,120,4.29,7.52
2004,Andre' Davis,25,Niskayuna,NY,CLE,WR,53,73,195,Virginia Tech,6/12/1979,2,2002,0,4.42,0,39.5,123,4.1,6.77
2007,Jeff King,24,Pulaski,VA,CAR,TE,53,77,250,Virginia Tech,2/19/1983,5,2006,0,4.83,21,32.5,109,4.13,6.99
2011,Marcel Reece,26,Los Angeles County,CA,OAK,RB,53,75,240,Washington,6/23/1985,0,0,0,0,0,0,0,0,0
2004,Brad Hoover,28,High Point,NC,CAR,RB,53,73,242,West. Carolina,11/11/1976,0,0,0,0,0,0,0,0,0
2006,Tony Scheffler,23,Morenci,MI,DEN,TE,53,77,255,West. Michigan,2/15/1983,2,2006,0,4.54,17,33.5,115,4.04,6.82
2008,Cadillac Williams,26,Gadsden,AL,TAM,RB,52,71,217,Auburn,4/21/1982,1,2005,0,0,0,0,0,0,0
2007,Leonard Weaver,25,Melbourne,FL,SEA,RB,52,73,251,Carson-Newman,9/23/1982,0,0,0,0,0,0,0,0,0
2007,DeShawn Wynn,24,Cincinnati,OH,GNB,RB,52,12,232,Florida,10/9/1983,7,2007,0,4.47,0,31.5,115,0,0
2001,Zack Crockett,29,Pompano Beach,FL,OAK,RB,52,74,240,Florida St.,12/2/1972,3,1995,0,0,0,0,0,0,0
2000,Andrew Glover,33,New Orleans,LA,NOR,TE,52,78,250,Grambling St.,8/12/1967,0,1991,0,0,0,0,0,0,0
2002,Aveion Cason,23,St. Petersburg,FL,DET,RB,52,70,204,Illinois St.,7/12/1979,0,0,0,0,0,0,0,0,0
2013,Dallas Clark,34,Livermore,IA,BAL,TE,52,75,257,Iowa,6/12/1979,1,2003,0,4.65,0,37.5,123,0,0
2003,Bubba Franks,25,Riverside,CA,GNB,TE,52,78,263,Miami (FL),1/6/1978,1,2000,0,0,0,0,0,0,0
2002,Cory Schlesinger,30,Columbus,NE,DET,RB,52,73,247,Nebraska,6/23/1972,6,1995,0,0,0,0,0,0,0
2008,Koren Robinson,28,Belmont,NC,SEA,WR,52,73,205,North Carolina St.,3/19/1980,1,2001,0,4.61,0,38.5,123,0,0
2005,Michael Turner,23,Waukegan,IL,SDG,RB,52,70,237,Northern Illinois,2/13/1982,5,2004,0,4.49,22,31,114,4.21,7.54
2005,D.J. Hackett,24,Fontana,CA,SEA,WR,52,74,199,Northern State Univ.,7/3/1981,5,2004,0,4.53,0,41,131,4.1,6.8
2013,Santonio Holmes,29,Belle Glade,FL,NYJ,WR,52,70,185,#REF!,3/3/1984,1,2006,0,0,0,0,0,0,0
2004,Terry Glenn,30,Columbus,OH,DAL,WR,52,71,195,Ohio St.,7/23/1974,1,1996,0,0,0,0,0,0,0
2013,Brandon Pettigrew,28,Tyler,TX,DET,TE,52,77,257,#REF!,2/23/1985,1,2009,0,4.8,22,33,118,4.37,7.12
2006,Demetrius Williams,23,Concord,CA,BAL,WR,52,73,190,Oregon,3/28/1983,4,2006,0,0,0,0,0,0,0
2011,LaRod Stephens-Howling,24,Johnston,PA,ARI,RB,52,67,180,Pittsburgh,4/26/1987,7,2009,0,0,0,0,0,0,0
2012,James Casey,28,Fort Worth,TX,HOU,RB,52,75,235,Rice,8/22/1900,5,2009,0,4.74,28,36,111,4.48,7
2011,Tim Hightower,25,Alexandria,VA,WAS,RB,52,73,226,Richmond,5/23/1986,5,0,0,0,0,0,0,0,0
2002,Mikhael Ricks,28,Galveston,TX,DET,TE,52,77,260,S.F. Austin,11/14/1974,2,1998,0,0,0,0,0,0,0
2011,John Kuhn,29,York,PA,GNB,RB,52,73,255,Shippensburg,9/9/1982,0,0,0,0,0,0,0,0,0
2005,Troy Williamson,22,Aiken,SC,MIN,WR,52,73,203,South Carolina,4/30/1983,1,2005,21,4.32,0,37,0,4.18,7.1
2005,Brandon Jacobs,23,Houma,LA,NYG,RB,52,76,256,Southern Illinois,7/6/1982,4,2005,0,4.56,19,37,118,4.49,7.54
2011,Delone Carter,24,Akron,OH,IND,RB,52,69,225,Syracuse,6/22/1987,4,2011,0,4.54,27,37,120,4.07,6.92
2001,Shawn Bryson,25,Franklin,NC,BUF,RB,52,73,228,Tennessee,11/30/1976,3,1999,0,4.63,38.5,38.5,128,0,0
2008,Martellus Bennett,21,San Diego County,TX,DAL,TE,52,79,248,Texas A&M,3/10/1987,2,2008,0,4.68,18,34,118,4.53,7.64
2010,Bruce Gradkowski,27,Pittsburgh,PA,OAK,QB,52,73,0,Toledo,1/27/1983,6,2006,0,4.59,0,34,107,4.16,7.13
